,Perception,Headjack,Will,Movement,Name,Persuasion,Top,Awareness,Glasses,Footwear,Power,Charisma,Wisdom,Intelligence,Dexterity,Constitution,Strength,Votes,Generation,Right Hand Accessory,Left Hand Accessory,Front Neck Tattoo,Side Neck Tattoo,Forearm Tattoo,Bicep Tattoo,Piercings,Neckwear,Wristwear,Facial Expression,Facial Hair,Hair Dye,Hair Color,Hair Style,Background,Bottom
23212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23214,Can hear a bee's wings,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Black Wool Mandarin Trench Coat,Stuck in your own head,Black Futurist with Black Lens,White Patent Leather Neo Combat Boot,I wouldn't mess with you,5,3,10,4,11,6,1,1,,Gold Arm Pole,,,,,,,,Scowl,Goatee,Natural,Light Grey,Asymmetrical Bob,Medium Rain,Black Cotton Wool Slacks with Buckles
23215,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Could sell ice to an eskimo,Red Wool Mandarin Trench Coat,Laughing at your mistakes,,Black Knee High Leather Boots,Can take a punch,9,10,12,4,11,3,1,1,,Katana with Black Handle and Silver Blade,,,,,,,,Smirk,,Light Purple,Dark Brown,Short Curly Fade,Medium Rain,Red Leather Leggings
23216,You've got a bad feeling about this,Yes,Last one standing,Two left feet,None,Could sell ice to an eskimo,Black Cotton Tank,Self-induced illusions fade,,Black Leather Combat Cuff Boot,Can put up a fight,9,8,9,3,14,4,1,1,Katana with White Handle and White Blade,Dark Wood Staff,Shaded Circle,,Shaded Circle,,Gold Eyebrow Ring,,Studded Leather,,Thin,Natural,Blonde,Pulled Back Short,Light Rain,Black Cotton Wool Slacks with Buckles
23217,Heightened senses,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,You win without playing,Black Leather Trench Coat with Black Cotton Oxford and White Tie,Laughing at your mistakes,Black Wayfarer with Black Lens,Black Knee High Leather Boots,Your grandma beats you at arm-wrestling,14,10,7,4,10,2,1,1,Black Gun,Silver Submachine Gun,,,,,,,,,,Natural,Light Grey,Long Messy,Medium Rain,Green Cotton Leggings
23218,Can see over the horizon,Yes,Unshakable resolve,Two left feet,None,Others are helpless to deny you,Black Leather Moto Jacket with Green Leather Crew,Laughing at your mistakes,,Red Leather Neo Combat Boot,I wouldn't mess with you,13,10,13,3,12,6,1,1,Phone,,,Intersecting Squares,,,Black Earrings,,,,,Natural,Light Grey,Short Updo,Light Rain,Green Patent Leather Pants with Buckles
23219,Can hear a bee's wings,Yes,Can eat just one potato chip,Can walk and chew gum AT THE SAME TIME (good job!),None,Could sell ice to an eskimo,Green Leather Trench Coat with Black Cotton Tank,Learning to regulate emotions,,Black Patent Leather Neo Combat Boot,Can take a punch,9,9,10,4,15,3,1,1,,Phone,,Equality Sign,,,,,,Smirk,,Light Blue,Blonde,Short Pixie,Medium Rain,Black Cotton Leggings
23220,Can hear a heartbeat a mile away,Yes,True grit,Running circles around enemies,None,You're a bit of a charmer,Black Cotton Mandarin Tunic,Learning to regulate emotions,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,7,9,12,7,9,3,1,1,,Silver Short Sai,,,,,,,,Scowl,,White,Dark Brown,Short Afro Fade,Medium Rain,Red Cotton Leggings
23221,Can hear a heartbeat a mile away,Yes,Quiet confidence,Abnormal flexibility,None,Others are helpless to deny you,Black Cotton Martial Arts Top,Laughing at your mistakes,,Black Knee High Leather Boots,Your grandma beats you at arm-wrestling,13,10,12,9,10,2,1,1,,,,,,,,,,,,Natural,Black,Low Ponytail,Medium Rain,Black Patent Leather Pants with Buckles
23222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23224,Can smell fear,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,Could sell ice to an eskimo,Black Leather Moto Jacket with Black Leather Crew,Accepting the impermanence of things,Round Black with Black Lens,Black Patent Leather Neo Combat Boot,Paper hands,9,11,14,4,8,1,1,1,,Black Arm Pole,,,,,,,,Scowl,Goatee,Pink,Dark Brown,Short Curly Fade,Light Rain,Black Cotton Wool Slacks with Buckles
23225,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Two left feet,None,Glossophobia,Green Cotton Longsleeve with Zipper,Appreciation for the complexity of human behavior,Black and Gold Wayfarer with Black Lens,Black Leather Neo Combat Boot,Can take a punch,4,12,12,3,11,3,1,1,,Phone,,,,,,,,Smirk,,Light Purple,Dark Brown,Medium Curly Bob,Light Rain,Black Cotton Leggings
23226,Can see over the horizon,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Green Cotton Longsleeve Crew,You have a childlike sense of wonder,Black and Gold Wayfarer with Black Lens,Black Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,6,7,13,4,10,2,1,1,Phone,,,,,,,Leather Choker,Studded Leather,Smirk,Stubble,Natural,Light Grey,,Medium Rain,Red Leather Pants with Buckles
23227,Can hear a bee's wings,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,Could sell ice to an eskimo,Black Cotton Mandarin Tunic,Accepting the impermanence of things,Black Wayfarer with Black Lens,Black Patent Leather Neo Combat Boot,I wouldn't mess with you,9,11,10,4,8,6,1,1,,Phone,,,,,,Leather Cuff,,Scowl,,White,Blonde,Pulled Back Short,Light Rain,Green Cotton Wool Slacks with Buckles
23228,You've got a bad feeling about this,Yes,Quiet confidence,Pretty light on your feet,None,People smile back at you,Black Cotton Tank,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Patent Leather Neo Combat Boot,Can take a punch,6,11,9,6,10,3,1,1,,Phone,,,Borromean Rings,,,,,,,Natural,Dark Brown,Asymmetrical Bob,Heavy Rain,Green Cotton Wool Slacks with Buckles
23229,Can see over the horizon,Yes,Stiff upper lip,Sleep paralysis,None,Glossophobia,Black Leather Moto Jacket with Black Patent Leather Crew,Laughing at your mistakes,Black Neo with Black Lens,Red Leather Combat Cuff Boot,Can take a punch,4,10,13,2,7,3,1,1,,Black Long Sai,,,,,Black Earrings,,,,,Natural,Auburn,Low Ponytail,Heavy Rain,Black Cotton Leggings
23230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23231,Can see around corners,Yes,Surprising resilience,Getting the hang of it,None,Robert Downey Jr.,Black Cotton Mandarin Tunic,Accepting the impermanence of things,Black Neo with Mirror Lens,Black Patent Leather Knee High Boots,Can take a punch,17,11,11,5,8,3,1,1,,,Borromean Rings,,,,Black Earrings,,,,,Natural,Dark Brown,Buzz Cut,Light Rain,Black Leather Pants with Buckles
23232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23233,You've got a bad feeling about this,Yes,Steps forward as others flee,Can walk and chew gum AT THE SAME TIME (good job!),None,Your significant other's mom loves you,Charcoal Cotton Longsleeve Crew,Self-induced illusions fade,Black Wayfarer with Black Lens,White Knee High Leather Boots,People get out of your way,8,8,9,4,13,7,1,1,,Katana with Black Handle and Silver Blade,,,,,,,Thick Leather,,,Natural,Black,Short Curly Fade,Medium Rain,Red Leather Pants with Buckles
23234,Can see around corners,Yes,Quiet confidence,Two left feet,None,Glossophobia,Green Leather Mandarin Tunic,Accepting the impermanence of things,,Black Snakeskin Neo Combat Boot,Can put up a fight,4,11,11,3,10,4,1,1,Phone,Dark Wood Staff,,,,,,,,,,Natural,Light Brown,Short Pixie,Light Rain,Black Leather Leggings
23235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23240,You've got a bad feeling about this,Yes,Leads when no one else will,Getting the hang of it,None,Your significant other's mom loves you,Green Snakeskin Trench Coat with White Cotton Oxford and Black Tie,Accepting the impermanence of things,Silver Morpheus with Orange and Red Gradient Lens,Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,8,11,9,5,16,2,1,1,Black Short Sai,Silver Staff,,,,,,,,Smirk,,Natural,Auburn,Short Sideswept Fringe,Light Rain,Black Cotton Wool Slacks with Buckles
23241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23243,Excellent at reading people,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Glossophobia,Black Cotton Tank,Accepting the impermanence of things,,Patent Green Leather Combat Cuff Boot,Can take a punch,4,11,8,4,11,3,1,1,,Phone,,,Intersecting Squares,Borromean Rings,,,,,,White,Light Brown,Long Messy,Light Rain,Black Cotton Martial Arts Pants
23244,Can see around corners,Yes,Surprising resilience,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Black Leather Moto Jacket with Black Cotton Crew,Accepting the impermanence of things,Black and Gold Wayfarer with Black Lens,Black Leather Neo Combat Boot,Can put up a fight,6,11,11,4,8,4,1,1,,,,,,,,,,,Goatee,Natural,Light Grey,Short Messy,Light Rain,Black Cotton Leggings
23245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23246,Can hear a bee's wings,Yes,Incredible moral fiber,Two left feet,None,Your significant other's mom loves you,Green Leather Longsleeve Crew,Learning to regulate emotions,Black Futurist with Black Lens,Black Leather Neo Combat Boot,Scrappy,8,9,10,3,11,5,1,1,Black Gun,Katana with White Handle and Silver Blade,,,,,Black Earrings,,Studded Leather,Scowl,Goatee,Natural,Light Grey,Low Ponytail,Medium Rain,Black Cotton Leggings
23247,Can hear a bee's wings,Yes,Incredible moral fiber,Abnormal flexibility,None,Natural born leader,Green Leather Tank,Appreciation for the complexity of human behavior,Black Futurist with Black Lens,Patent Red Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,10,12,10,9,11,2,1,1,Katana with White Handle and Silver Blade,Gold Arm Pole,,,Shaded Circle,Alchemy,,,,Scowl,,Natural,Light Brown,,Light Rain,Black Cotton Wool Slacks with Buckles
23248,Can hear a bee's wings,Yes,Quiet confidence,Two left feet,None,Could sell ice to an eskimo,Charcoal Cotton Longsleeve Crew,You know the sound of one hand clapping,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,9,13,10,3,10,3,1,1,,Black Gun,,,,,,,Studded Leather,Smirk,Mustache,Pink,Light Brown,Short Pixie,Heavy Rain,Black Cotton Martial Arts Pants
23249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23250,Can see around corners,Yes,Incredible moral fiber,Two left feet,None,Could sell ice to an eskimo,Black Patent Leather Longsleeve Crew,Laughing at your mistakes,Black Hex with Purple Polarized Lens,Black Leather Combat Cuff Boot,Can take a punch,9,10,11,3,11,3,1,1,Dark Wood Staff,Katana with Black Handle and Silver Blade,,,,,,,,Smirk,Thin,Natural,Dark Brown,Short Messy,Light Rain,Black Cotton Wool Slacks with Buckles
23251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23258,You notice every glitch in the Matrix,Yes,Incredible moral fiber,Sleep paralysis,None,Maintains status quo,Black Leather Tunic with Buttons,Accepting the impermanence of things,Round Black with Black Lens,Black Patent Leather Neo Combat Boot,Can take a punch,5,11,17,2,11,3,1,1,,Katana with Black Handle and Silver Blade,,,,,,Leather Choker,,Scowl,,Natural,Light Brown,Short Coil,Medium Rain,Black Cotton Leggings
23259,Can see over the horizon,Yes,True grit,Getting the hang of it,None,People smile back at you,Black Snakeskin Moto Jacket with Charcoal Cotton Crew,Accepting the impermanence of things,,Black Leather Neo Combat Boot,People get out of your way,6,11,13,5,9,7,1,1,Black Gun,,,,,,,,,Scowl,,Natural,Light Grey,Medium Curly Bob,Light Rain,Green Leather Pants with Buckles
23260,Can hear a bee's wings,Yes,Quiet confidence,Pretty light on your feet,None,Your significant other's mom loves you,Green Patent Leather Trench Coat with White Cotton Tank,Laughing at your mistakes,Black and Gold Wayfarer with Black Lens,White Patent Leather Neo Combat Boot,Can take a punch,8,10,10,6,10,3,1,1,,,,,,,Black Earrings,,,Smirk,,Natural,Light Grey,Braids,Light Rain,Black Leather Leggings
23261,Can hear a heartbeat a mile away,Yes,Surprising resilience,Two left feet,None,Your significant other's mom loves you,Black Leather Moto Jacket with Black Cotton Crew,Reality is seen as it is,Black and Gold Wayfarer with Black Lens,Black Leather Neo Combat Boot,Your grandma beats you at arm-wrestling,8,15,12,3,8,2,1,1,Katana with Black Handle and Silver Blade,Silver Staff,,,,,Black Eyebrow Ring,,,Scowl,,Natural,Black,Short Messy,Medium Rain,Green Patent Leather Pants with Buckles
23262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23265,Can hear a bee's wings,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,People smile back at you,Green Cotton Martial Arts Top,Learning to regulate emotions,Black Neo with Black Lens,,Can take a punch,6,9,10,4,10,3,1,1,,Silver Short Sai,,,,,,,,,,Natural,Light Brown,Buzz Cut,Light Rain,Black Cotton Martial Arts Pants
23266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23267,Can see around corners,Yes,Incredible moral fiber,Pretty light on your feet,None,Maintains status quo,Black Leather Trench Coat with White Cotton Oxford and Black Tie,Appreciation for the complexity of human behavior,Round Black with Black Lens,Black Leather Combat Cuff Boot,I wouldn't mess with you,5,12,11,6,11,6,1,1,Black Gun,,,,,,,,,Smirk,,Natural,Black,Medium Curly Bob,Medium Rain,Red Patent Leather Pants with Buckles
23268,Can see over the horizon,Yes,Steps forward as others flee,A gelatinous blob,None,You're a bit of a charmer,Black Leather Moto Jacket with Charcoal Cotton Crew,Appreciation for the complexity of human behavior,Black Neo with Black Lens,Black Leather Combat Cuff Boot,Can take a punch,7,12,13,1,13,3,1,1,,Katana with Black Handle and Silver Blade,,Alchemy,,,"Black Nose, Lip",,,,,Natural,Auburn,Long Messy,Medium Rain,Black Cotton Wool Slacks with Buckles
23269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23270,Can see around corners,Yes,Quiet confidence,Can walk and chew gum AT THE SAME TIME (good job!),None,Others are helpless to deny you,Black Leather Moto Jacket with Charcoal Cotton Crew,Accepting the impermanence of things,Round Silver with Mirror Lens,Black Patent Leather Neo Combat Boot,Can take a punch,13,11,11,4,10,3,1,1,,,,,,,Silver Earrings,,,Scowl,,Natural,Light Brown,Messy Updo Bun,Medium Rain,Black Cotton Leggings
23271,Can hear a bee's wings,Yes,Quiet confidence,Two left feet,None,Glossophobia,Black Leather Trench Coat with White Cotton Oxford and Black Tie,Laughing at your mistakes,,Red Leather Combat Cuff Boot,Paper hands,4,10,10,3,10,1,1,1,,,,,,,,,,Scowl,,Natural,Light Brown,Short Coil,Light Rain,Black Cotton Wool Slacks with Buckles
23272,Can see around corners,Yes,Can eat just one potato chip,A gelatinous blob,None,Glossophobia,White Cotton Martial Arts Top,Laughing at your mistakes,Black Morpheus with Dark Mirrored Lens,,Can take a punch,4,10,11,1,15,3,1,1,,Silver Shotgun,,,,,Black Earrings,,,,,Light Purple,Dark Brown,Short Afro Fade,Light Rain,Black Cotton Martial Arts Pants
23273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23277,Can hear a bee's wings,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Your significant other's mom loves you,Red Patent Lather Trench Coat with Black Cotton Oxford and Green Tie,Learning to regulate emotions,Black and Gold Wayfarer with Black Lens,Green Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,8,9,10,4,11,2,1,1,Katana with White Handle and Silver Blade,Black Arm Pole,,,,,,,,,,Natural,Blonde,Long Straight Bangs,Light Rain,Black Leather Pants with Buckles
23278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23279,Can hear a bee's wings,Yes,Quiet confidence,Two left feet,None,Your significant other's mom loves you,Red Patent Leather Longsleeve Crew,Accepting the impermanence of things,,Black Leather Neo Combat Boot,Scrappy,8,11,10,3,10,5,1,1,,Black Arm Pole,,,,,Black Earrings,Leather Choker,Studded Leather,Meditative,,Natural,Black,Short Messy,Light Rain,Black Cotton Leggings
23280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23282,Can hear a bee's wings,Yes,Incredible moral fiber,Two left feet,None,Maintains status quo,Charcoal Cotton Longsleeve Crew,Laughing at your mistakes,Round Black with Black Lens,Black Patent Leather Neo Combat Boot,Can take a punch,5,10,10,3,11,3,1,1,Gold Long Sai,Katana with White Handle and Silver Blade,Equality Sign,,,,,,Thick Leather,,,Yellow,Light Brown,Short Curly Fade,Medium Rain,Green Cotton Wool Slacks with Buckles
23283,Can see around corners,Yes,Unshakable resolve,Sleep paralysis,None,Your significant other's mom loves you,Black Cotton Martial Arts Top,Accepting the impermanence of things,Black Neo with Mirror Lens,Patent Black Leather Combat Cuff Boot,One person army,8,11,11,2,12,17,1,1,,Silver Staff,,,,,,,,,Stubble,Natural,Blonde,Pulled Back Short,Heavy Rain,Black Cotton Martial Arts Pants
23284,Can hear a heartbeat a mile away,Yes,True grit,Two left feet,None,Your significant other's mom loves you,Green Patent Lather Trench Coat with Black Cotton Oxford and Red Tie,You forgot your mantra,Black Hex with Purple Polarized Lens,Black Leather Combat Cuff Boot,Can take a punch,8,5,12,3,9,3,1,1,,Katana with Black Handle and Silver Blade,,,,,"Black Nose, Lip",,,,,Natural,Blonde,Short Sideswept Fringe,Medium Rain,Black Cotton Leggings
23285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23286,Can see around corners,Yes,Quiet confidence,Two left feet,None,People smile back at you,Black Snakeskin Longsleeve Crew,Laughing at your mistakes,Round Silver with Mirror Lens,Green Leather Combat Cuff Boot,Paper hands,6,10,11,3,10,1,1,1,,Katana with Black Handle and Silver Blade,,Equality Sign,,,,,,Scowl,Goatee,Natural,Dark Brown,Braids,Light Rain,Green Cotton Wool Slacks with Buckles
23287,Heightened senses,Yes,Incredible moral fiber,Sleep paralysis,None,Could probably convince a small child,Black Leather Mandarin Tunic,Accepting the impermanence of things,Black Morpheus with Dark Mirrored Lens,Red Leather Combat Cuff Boot,Can take a punch,3,11,7,2,11,3,1,1,,Gold Arm Pole,,,,,Black Eyebrow Ring,,,,,Natural,Black,Pulled Back Short,Light Rain,Black Cotton Wool Slacks with Buckles
23288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23293,Can see around corners,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,Maintains status quo,Black Cotton Crewneck Tunic,Accepting the impermanence of things,Black Wayfarer with Black Lens,Patent Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,5,11,11,4,11,2,1,1,,Silver Staff,Square,,,,,,,Smirk,Stubble,Natural,Light Brown,Short Coil,Light Rain,Red Leather Pants with Buckles
23294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23298,Can see around corners,Yes,True grit,Sleep paralysis,None,You're a bit of a charmer,Black Cotton Tank,Laughing at your mistakes,Translucent Hex with Red Polarized Lens,Patent Black Leather Combat Cuff Boot,Your grandma beats you at arm-wrestling,7,10,11,2,9,2,1,1,,,,,Square,Alchemy,,,Thick Leather,,,White,Black,Short Coil,Light Rain,Black Cotton Martial Arts Pants
23299,You've got a bad feeling about this,Yes,Quiet confidence,Two left feet,None,Could sell ice to an eskimo,Green Leather Moto Jacket with Green Cotton Crew,You know the sound of one hand clapping,,Black Patent Leather Neo Combat Boot,Can take a punch,9,13,9,3,10,3,1,1,Phone,Black Long Sai,,,,,Silver Earrings,,,,,Natural,Dark Brown,Faux Hawk,Light Rain,Black Cotton Wool Slacks with Buckles
23300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23302,Can see around corners,Yes,Incredible moral fiber,Sleep paralysis,None,Your significant other's mom loves you,White Leather Trench Coat with Black Cotton Tank,Self-induced illusions fade,Round Black with Black Lens,Black Leather Combat Cuff Boot,Can punch holes in concrete walls,8,8,11,2,11,10,1,1,,,,,,,,,,,,Natural,Blonde,Medium Curly Bob,Light Rain,Black Leather Leggings
23303,Can hear a heartbeat a mile away,Yes,Incredible moral fiber,Can walk and chew gum AT THE SAME TIME (good job!),None,You're a bit of a charmer,White Cotton Tank,Accepting the impermanence of things,,Black Leather Combat Cuff Boot,Paper hands,7,11,12,4,11,1,1,1,,,,,Square,,Black Earrings,Leather Choker,Thick Leather,Meditative,,White,Blonde,Short Coil,Heavy Rain,Black Patent Leather Pants with Buckles
