,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
18228,White,None,Black,None,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,None,Tan Workers Cap,None,Stud Earring,Black Leather Briefcase
18229,White,Low Ponytail,Light Brown,Goatee,Dark Gray Longsleeve,Navy Slacks,Black Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
18230,White,Straight Sideswept Fringe,Light Brown,Goatee,Navy Blazer with Striped Shirt and Navy Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
18231,White,Long Afro,Black,Stubble,Khaki Oxford with Pocket,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,None
18232,White,Short Pixie,Black,Beard,Dark Gray Cardigan with Light Gray Oxford Shirt,Navy Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
18233,White,Short Afro Fade,Black,None,Light Gray Longsleeve,Navy Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
18234,White,Medium Curly Bob,Black,None,Blue Longsleeve,Khaki,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
18235,White,Medium Curly Bob,Light Grey,None,Light Gray Cardigan with Light Gray Longsleeve Shirt,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,Brown Leather Briefcase
18236,White,Medium Curly Bob,Light Brown,None,Navy Oxford with Buttons,Khaki,Black Suede Chelseas with Brown Sole,Two Rings,None,None,None,Black Leather Briefcase
18237,White,None,Dark Brown,None,Olive Oxford with Pocket,Light-Wash Denim,White Leather Sneaker with Grey Sole,None,Tan Workers Cap,Black Books,Stud Earring,None
18238,White,Short Coil,Black,Goatee,Tan Blazer with Off-White Shirt and Tan Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,Black Leather Briefcase
18239,White,Short Afro Fade,Dark Brown,None,Navy Oxford with Pocket,Light-Wash Denim,Brown Leather Shoes with Laces,None,None,Black Books,None,None
18240,White,Buzz Cut,Dark Brown,None,Navy Oxford with Pocket,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,Tan Workers Cap,None,Stud Earring,None
18241,White,Buzz Cut,Dark Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Blue Denim,Brown Leather Shoes with Laces,None,Navy Blue Workers Cap,None,None,Black Leather Briefcase
18242,White,Short Afro Fade,Light Brown,None,Khaki Oxford with Buttons,Khaki Slacks,Black Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
18243,White,Buzz Cut,Black,None,Khaki Jumpsuit,None,Tan Suede Workboot with Tan Sole,None,Tan Workers Cap,None,None,Black Leather Briefcase
18244,White,Short Coil,Light Brown,None,Gray Oxford with Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
18245,White,Short Messy,Auburn,None,Tan Blazer with Off-White Shirt and Tan Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,None
18246,White,Buzz Cut,Black,Beard,Navy Jumpsuit,None,Tan Suede Workboot with Tan Sole,None,Navy Blue Workers Cap,None,None,None
18247,White,Medium Curly Bob,Black,Stubble,Khaki Oxford with Pocket,Navy Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,Brown Leather Briefcase
18248,White,Long Messy,Light Brown,None,Navy Oxford with Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
18249,White,Medium Curly Bob,Black,None,Light Gray Cardigan with Beige Oxford Shirt,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,Black Leather Briefcase
18250,White,Straight Sideswept Fringe,Blonde,None,Khaki Oxford with Buttons,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,Brown Leather Briefcase
18251,White,Short Updo,Light Brown,Stubble,Navy Blazer with Striped Shirt and No Tie,Gray Slacks,White Leather Sneaker with Grey Sole,None,None,Silver Aviators,None,Light Blue Smartphone
18252,White,Short Afro Fade,Light Grey,None,Olive Oxford with Buttons,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
18253,White,Straight Sideswept Fringe,Light Brown,None,Dark Gray Cardigan with Light Gray Oxford Shirt,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,None
18254,White,Long Messy,Black,None,Gray Blazer with Black Shirt and Gray Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Brown Leather Briefcase
18255,White,Buzz Cut,Light Brown,None,Khaki Oxford with Pocket,Khaki Slacks,Tan Suede Workboot with Tan Sole,Two Rings,Tan Workers Cap,None,Stud Earring,None
18256,White,Medium Curly Bob,Auburn,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Gray Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,Black Leather Briefcase
18257,White,Short Afro Fade,Dark Brown,None,Blue Longsleeve,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
18258,White,Straight Sideswept Fringe,Light Brown,Mustache,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,Black Smartphone
18259,White,Medium Curly Bob,Dark Brown,None,Light Gray Longsleeve,Navy Slacks,Black Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
18260,White,Short Messy,Light Grey,None,Light Gray Cardigan with Off-White Longsleeve Shirt,Khaki Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,None,None
18261,White,Medium Curly Bob,Dark Brown,None,Brown Cardigan with Off-White Longsleeve Shirt,Navy Slacks,Black Leather Shoes with Laces,None,None,Silver Aviators,None,None
18262,White,Medium Curly Bob,Dark Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,None
18263,White,Buzz Cut,Dark Brown,None,Light Gray Longsleeve,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,None,Stud Earring,Black Smartphone
18264,White,None,Black,Stubble,Khaki Oxford with Buttons,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
18265,White,Low Ponytail,Dark Brown,Stubble,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
18266,White,Short Afro Fade,Black,Stubble,Olive Oxford with Tie and Pocket,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Black Leather Briefcase
18267,White,Buzz Cut,Light Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Black Leather Briefcase
18268,White,Short Coil,Dark Brown,None,Tan Blazer with Off-White Shirt and Tan Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Black Books,Stud Earring,Black Leather Briefcase
18269,White,None,Black,None,Tan Blazer with Off-White Shirt and Tan Tie,Light-Wash Denim,Brown Leather Shoes with Laces,Ring One Blue,None,Silver Aviators,None,Brown Leather Briefcase
18270,White,None,Black,None,Olive Cardigan with Light Gray Longsleeve Shirt,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Leather Briefcase
18271,White,Buzz Cut,Dark Brown,None,Navy Oxford with Tie,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Smartphone
18272,White,Updo Bun,Dark Brown,Thin,Khaki Jumpsuit,None,White Canvas Sneaker with White Sole,Two Rings,None,None,None,Black Smartphone
18273,White,Long Messy,Blonde,None,Gray Oxford with Buttons,Khaki Slacks,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,Lunchbox
18274,White,Buzz Cut,Black,None,Khaki Oxford with Tie,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,None
18275,White,Straight Sideswept Fringe,Black,None,Light Gray Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
18276,White,Short Updo,Light Grey,Goatee,Light Gray Cardigan with Light Gray Longsleeve Shirt,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,None
18277,White,Short Afro Fade,Black,None,Navy Oxford with Tie,Blue Denim,Brown Leather Shoes with Laces,None,None,None,None,None
18278,White,Short Coil,Black,None,Gray Oxford with Tie,Light-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,None,None,None
18279,White,Buzz Cut,Light Grey,None,Dark Gray Cardigan with Beige Longsleeve Shirt,Navy Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,Brown Leather Briefcase
18280,White,Low Ponytail,Blonde,None,Navy Blazer with Striped Shirt and Navy Tie,Khaki Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
18281,White,Short Updo,Dark Brown,None,Gray Jumpsuit,None,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,None
18282,White,Long Straight Bangs,Blonde,None,Navy Oxford with Tie and Pocket,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Black Smartphone
18283,White,Short Messy,Dark Brown,None,Blue Longsleeve,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,Black Leather Briefcase
18284,White,Updo Bun,Light Brown,None,Navy Blazer with Striped Shirt and No Tie,Light-Wash Denim,Tan Suede Workboot with Tan Sole,Ring One Blue,None,None,None,None
18285,White,Short Messy,Blonde,None,Gray Blazer with Black Shirt and No Tie,Khaki Slacks,White Leather Sneaker with Grey Sole,None,None,Black Books,None,None
18286,White,Buzz Cut,Black,None,Dark Gray Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
18287,White,Buzz Cut,Dark Brown,Stubble,Dark Gray Cardigan with Tan Longsleeve Shirt,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Lunchbox
18288,White,Straight Sideswept Fringe,Light Grey,Stubble,Blue Longsleeve,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,Lunchbox
18289,White,Updo Bun,Light Brown,None,Navy Oxford with Buttons,Navy Slacks,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
18290,White,Short Coil,Light Brown,None,Olive Oxford with Tie,Navy Slacks,Black Leather Shoes with Laces,None,None,None,None,None
18291,White,Straight Sideswept Fringe,Blonde,None,Light Gray Cardigan with Off-White Longsleeve Shirt,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,None,None,None
18292,White,Long Messy,Black,None,Navy Oxford with Pocket,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,None
18293,White,Short Afro Fade,Dark Brown,None,Navy Jumpsuit,None,Black Leather Shoes with Laces,None,None,None,None,Blue Lunchbox
18294,White,Short Afro Fade,Dark Brown,None,Denim Jumpsuit,None,Black Suede Chelseas with Brown Sole,None,None,None,None,None
18295,White,Long Afro,Black,None,Blue Longsleeve,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,None,None
18296,White,Updo Bun,Light Grey,None,Tan Blazer with Off-White Shirt and No Tie,Khaki Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,None
18297,White,Long Messy,Black,Thin,Light Gray Longsleeve,Navy Slacks,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
18298,White,Long Afro,Black,None,Navy Oxford with Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,Rosegold Aviators,Stud Earring,None
18299,White,Long Messy,Dark Brown,None,Olive Oxford with Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,None
18300,White,Short Afro Fade,Black,None,Olive Oxford with Pocket,Light-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,Stud Earring,Brown Leather Briefcase
18301,White,Short Coil,Auburn,None,Navy Oxford with Tie and Pocket,Khaki,White Canvas Sneaker with White Sole,None,None,None,Stud Earring,None
18302,White,Buzz Cut,Black,Beard,Charcoal Blazer with Light Blue Shirt and Black Tie,Gray Slacks,Redbrown Leather Workboot with Brown Sole,None,Purple Workers Cap,Black Books,None,Brown Leather Briefcase
18303,White,Short Messy,Light Brown,None,Gray Oxford with Pocket,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,Brown Leather Briefcase
18304,White,Short Pixie,Dark Brown,None,Blue Longsleeve,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Brown Leather Briefcase
18305,White,Buzz Cut,Black,Stubble,Blue Longsleeve,Khaki Slacks,Brown Leather Shoes with Laces,None,Tan Workers Cap,None,Stud Earring,Brown Leather Briefcase
18306,White,None,Black,None,Blue Longsleeve,Navy Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Lunchbox
18307,White,Medium Curly Bob,Light Brown,Thin,Light Gray Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
18308,White,Long Messy,Blonde,None,Olive Oxford with Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,Black Smartphone
18309,White,Long Messy,Black,None,Navy Blazer with Striped Shirt and Navy Tie,Gray Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Rosegold Aviators,None,None
18310,White,None,Light Brown,Stubble,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,None,Purple Workers Cap,None,Stud Earring,None
18311,White,Straight Sideswept Fringe,Light Brown,Goatee,Light Gray Longsleeve,Light-Wash Denim,Black Leather Shoes with Laces,None,None,Black Books,None,Brown Leather Briefcase
18312,White,Straight Sideswept Fringe,Dark Brown,None,Olive Oxford with Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
18313,White,Long Messy,Dark Brown,None,Red Longsleeve,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,None,None
18314,White,Buzz Cut,Blonde,None,Navy Oxford with Pocket,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,Two Rings,Tan Workers Cap,None,None,Black Leather Briefcase
18315,White,Short Messy,Black,Stubble,Charcoal Blazer with Light Blue Shirt and No Tie,Gray Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Lunchbox
18316,White,Short Coil,Light Grey,None,Navy Oxford with Tie and Pocket,Khaki,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
18317,White,Medium Curly Bob,Dark Brown,None,Light Gray Longsleeve,Navy Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
18318,White,Short Messy,Blonde,None,Khaki Oxford with Pocket,Gray Slacks,White Canvas Sneaker with White Sole,None,None,None,None,None
18319,White,Medium Curly Bob,Dark Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Blue Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Smartphone
18320,White,Straight Sideswept Fringe,Dark Brown,None,Navy Oxford with Tie,Light-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,None
18321,White,Short Messy,Blonde,None,Gray Blazer with Black Shirt and Gray Tie,Dark-Wash Denim,Black Leather Shoes with Laces,None,None,None,None,None
18322,White,Short Pixie,Black,None,Navy Blazer with Striped Shirt and No Tie,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,None
18323,White,Short Pixie,Black,None,Olive Oxford with Tie and Pocket,Khaki Slacks,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,None,Black Smartphone
18324,White,Straight Sideswept Fringe,Black,Thin,Olive Oxford with Tie,Dark-Wash Denim,White Canvas Sneaker with White Sole,Two Rings,None,None,None,Black Smartphone
18325,White,Long Afro,Black,None,Olive Oxford with Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
18326,White,Long Messy,Dark Brown,None,Khaki Oxford with Tie,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,Lunchbox
18327,White,Long Straight Bangs,Light Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
18328,White,Long Messy,Black,None,Blue Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Leather Briefcase
18329,White,Short Messy,Light Brown,Thin,Navy Oxford with Buttons,Gray Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,None
18330,White,Short Afro Fade,Dark Brown,None,Khaki Oxford with Tie,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,Black Smartphone
18331,White,Short Pixie,Black,Thin,Navy Oxford with Buttons,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,None,None,None
18332,White,Long Afro,Black,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Blue Denim,Brown Leather Shoes with Laces,Two Rings,None,Silver Aviators,Stud Earring,Black Smartphone
18333,White,Short Coil,Blonde,None,Light Gray Longsleeve,Khaki,Redbrown Leather Workboot with Brown Sole,Two Rings,None,None,None,Black Smartphone
18334,White,Medium Curly Bob,Dark Brown,Stubble,Gray Oxford with Tie,Blue Denim,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,Black Smartphone
18335,White,Long Messy,Auburn,None,Navy Blazer with Striped Shirt and No Tie,Light-Wash Denim,White Leather Sneaker with Grey Sole,None,None,None,None,Black Smartphone
18336,White,Short Pixie,Black,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,None
18337,White,None,Black,Goatee,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,Tan Workers Cap,None,None,None
18338,White,Low Ponytail,Dark Brown,None,Olive Oxford with Buttons,Dark-Wash Denim,Brown Leather Shoes with Laces,Two Rings,None,None,None,Black Leather Briefcase
18339,White,Buzz Cut,Auburn,None,Gray Oxford with Pocket,Navy Slacks,Black Suede Chelseas with Brown Sole,None,Tan Workers Cap,None,None,None
